context,mean_arrival_time,mean_service_time,recv_time,resp_time,sent_time,service_time,time
0.0,1600.0,1600.0,144376943.0,1943.0,144375000.0,1600.0,144376820.0
0.0,1600.0,1600.0,144386039.0,1939.0,144384100.0,1600.0,144385920.0
0.0,1600.0,1600.0,144387672.0,3432.0,144384240.0,1600.0,144387600.0
0.0,1600.0,1600.0,144389300.0,3520.0,144385780.0,1600.0,144389280.0
1.0,1600.0,1600.0,144392233.0,17513.0,144374720.0,1600.0,144392220.0
1.0,1600.0,1600.0,144393864.0,17744.0,144376120.0,1600.0,144393760.0
1.0,1600.0,1600.0,144395492.0,18952.0,144376540.0,1600.0,144395440.0
1.0,1600.0,1600.0,144397120.0,18760.0,144378360.0,1600.0,144397120.0
1.0,1600.0,1600.0,144398748.0,15908.0,144382840.0,1600.0,144398660.0
1.0,1600.0,1600.0,144400376.0,14876.0,144385500.0,1600.0,144400340.0
1.0,1600.0,1600.0,144402004.0,16364.0,144385640.0,1600.0,144401880.0
1.0,1600.0,1600.0,144403632.0,15892.0,144387740.0,1600.0,144403560.0
1.0,1600.0,1600.0,144405260.0,11920.0,144393340.0,1600.0,144405240.0
0.0,1600.0,1600.0,144408219.0,16139.0,144392080.0,1600.0,144408180.0
0.0,1600.0,1600.0,144409847.0,12727.0,144397120.0,1600.0,144409720.0
0.0,1600.0,1600.0,144411475.0,11975.0,144399500.0,1600.0,144411400.0
0.0,1600.0,1600.0,144413103.0,13463.0,144399640.0,1600.0,144413080.0
0.0,1600.0,1600.0,144414731.0,14391.0,144400340.0,1600.0,144414620.0
0.0,1600.0,1600.0,144416359.0,13639.0,144402720.0,1600.0,144416300.0
0.0,1600.0,1600.0,144417987.0,7847.0,144410140.0,1600.0,144417980.0
0.0,1600.0,1600.0,144419615.0,3595.0,144416020.0,1600.0,144419520.0
0.0,1600.0,1600.0,144421243.0,4243.0,144417000.0,1600.0,144421200.0
0.0,1600.0,1600.0,144422868.0,4748.0,144418120.0,1600.0,144422740.0
0.0,1600.0,1600.0,144426231.0,1951.0,144424280.0,1600.0,144426240.0
0.0,1600.0,1600.0,144427862.0,2882.0,144424980.0,1600.0,144427780.0
0.0,1600.0,1600.0,144429490.0,3390.0,144426100.0,1600.0,144429460.0
0.0,1600.0,1600.0,144433360.0,1940.0,144431420.0,1600.0,144433240.0
0.0,1600.0,1600.0,144434991.0,2311.0,144432680.0,1600.0,144434920.0
1.0,1600.0,1600.0,144438606.0,43446.0,144395160.0,1600.0,144438560.0
1.0,1600.0,1600.0,144440236.0,36676.0,144403560.0,1600.0,144440240.0
1.0,1600.0,1600.0,144441867.0,29487.0,144412380.0,1600.0,144441780.0
1.0,1600.0,1600.0,144443495.0,30975.0,144412520.0,1600.0,144443460.0
1.0,1600.0,1600.0,144445123.0,26443.0,144418680.0,1600.0,144445000.0
1.0,1600.0,1600.0,144446751.0,27651.0,144419100.0,1600.0,144446680.0
1.0,1600.0,1600.0,144448379.0,25499.0,144422880.0,1600.0,144448360.0
1.0,1600.0,1600.0,144450007.0,26987.0,144423020.0,1600.0,144449900.0
1.0,1600.0,1600.0,144451635.0,25255.0,144426380.0,1600.0,144451580.0
1.0,1600.0,1600.0,144453263.0,26743.0,144426520.0,1600.0,144453260.0
0.0,1600.0,1600.0,144456228.0,15148.0,144441080.0,1600.0,144456200.0
0.0,1600.0,1600.0,144457856.0,12436.0,144445420.0,1600.0,144457740.0
0.0,1600.0,1600.0,144459484.0,12804.0,144446680.0,1600.0,144459420.0
0.0,1600.0,1600.0,144461112.0,8272.0,144452840.0,1600.0,144461100.0
0.0,1600.0,1600.0,144462740.0,7800.0,144454940.0,1600.0,144462640.0
0.0,1600.0,1600.0,144464368.0,7608.0,144456760.0,1600.0,144464320.0
0.0,1600.0,1600.0,144465996.0,9096.0,144456900.0,1600.0,144466000.0
0.0,1600.0,1600.0,144467624.0,7364.0,144460260.0,1600.0,144467540.0
0.0,1600.0,1600.0,144469252.0,5352.0,144463900.0,1600.0,144469220.0
0.0,1600.0,1600.0,144470880.0,3900.0,144466980.0,1600.0,144470760.0
